"timestamp","action","message"
"2026-08-17 20:09:16.652","specialty_migrated","Especialidade ""Cardiologia"": código VisMed mudou de 143 para 3435. Migrados 21 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.582","specialty_migrated","Especialidade ""Cancerologia (oncologia)"": código VisMed mudou de 142 para 3434. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.568","specialty_migrated","Especialidade ""Angiologia"": código VisMed mudou de 141 para 3433. Migrados 4 vínculo(s) de médico e 3 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.541","specialty_migrated","Especialidade ""Anestesiologia"": código VisMed mudou de 140 para 3432. Migrados 0 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.529","specialty_migrated","Especialidade ""Alergia e Imunologia"": código VisMed mudou de 139 para 3431. Migrados 3 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.506","specialty_migrated","Especialidade ""Acupuntura"": código VisMed mudou de 138 para 3430. Migrados 1 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:17.249","specialty_migrated","Especialidade ""TELEMEDICINA"": código VisMed mudou de 6149 para 6554. Migrados 3 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:17.204","specialty_migrated","Especialidade ""Fisioterapia"": código VisMed mudou de 3488 para 196. Migrados 7 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:17.175","specialty_migrated","Especialidade ""Psicologia"": código VisMed mudou de 3487 para 195. Migrados 16 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:17.119","specialty_migrated","Especialidade ""Proctologia"": código VisMed mudou de 3486 para 194. Migrados 1 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:17.105","specialty_migrated","Especialidade ""Odontologia"": código VisMed mudou de 3485 para 193. Migrados 18 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:17.046","specialty_migrated","Especialidade ""Fonoaudiologia"": código VisMed mudou de 3484 para 192. Migrados 10 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:17.007","specialty_migrated","Especialidade ""Urologia"": código VisMed mudou de 3483 para 191. Migrados 14 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.957","specialty_migrated","Especialidade ""Reumatologia"": código VisMed mudou de 3482 para 190. Migrados 7 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.927","specialty_migrated","Especialidade ""Radioterapia"": código VisMed mudou de 3481 para 189. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.91","specialty_migrated","Especialidade ""Radiologia e Diagnóstico por Imagem"": código VisMed mudou de 3480 para 188. Migrados 12 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.869","specialty_migrated","Especialidade ""Psiquiatria"": código VisMed mudou de 3479 para 187. Migrados 17 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.817","specialty_migrated","Especialidade ""Pneumologia"": código VisMed mudou de 3478 para 186. Migrados 6 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.795","specialty_migrated","Especialidade ""Pediatria"": código VisMed mudou de 3477 para 185. Migrados 24 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.728","specialty_migrated","Especialidade ""Patologia Clínica/Medicina laboratorial"": código VisMed mudou de 3476 para 184. Migrados 8 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.695","specialty_migrated","Especialidade ""Otorrinolaringologia"": código VisMed mudou de 3474 para 182. Migrados 17 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.64","specialty_migrated","Especialidade ""Ortopedia e Traumatologia"": código VisMed mudou de 3473 para 181. Migrados 13 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.594","specialty_migrated","Especialidade ""Oftalmologia"": código VisMed mudou de 3472 para 180. Migrados 16 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.541","specialty_migrated","Especialidade ""Obstetrícia"": código VisMed mudou de 3471 para 179. Migrados 5 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.518","specialty_migrated","Especialidade ""Nutrologia"": código VisMed mudou de 3470 para 178. Migrados 7 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.489","specialty_migrated","Especialidade ""Neurologia"": código VisMed mudou de 3469 para 177. Migrados 15 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:00:16.44","specialty_migrated","Especialidade ""Neurocirurgia"": código VisMed mudou de 3468 para 176. Migrados 0 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
